Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Property Type,Tenure,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
PS100,"1,447,119",473.62,"3,055",29 Mar 2012,100 PECK SEAH STREET #08-03,New Sale,Strata,44,"32,889",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PS100,"1,578,680",516.67,"3,055",29 Mar 2012,100 PECK SEAH STREET #08-08,New Sale,Strata,48,"32,889",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PS100,"1,294,968",387.5,"3,342",29 Mar 2012,100 PECK SEAH STREET #09-06,New Sale,Strata,36,"35,971",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PS100,"1,581,875",484.38,"3,266",29 Mar 2012,100 PECK SEAH STREET #07-08,New Sale,Strata,45,"35,153",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PAYA LEBAR SQUARE,"1,762,040","1,011.82","1,741",29 Mar 2012,60 PAYA LEBAR ROAD #09-32,New Sale,Strata,94,"18,745",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PARKWAY CENTRE,"16,900,000","16,210.58","1,043",29 Mar 2012,"1 MARINE PARADE CENTRAL #13-01,02,06 ETC",Resale,Strata,"1,506","11,222",Office,99 yrs from 23/07/1981,15,44,449408,Central Region,Marine Parade
PS100,"1,479,485",473.62,"3,124",29 Mar 2012,100 PECK SEAH STREET #09-01,New Sale,Strata,44,"33,625",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PAYA LEBAR SQUARE,"1,667,960",958,"1,741",29 Mar 2012,60 PAYA LEBAR ROAD #09-05,New Sale,Strata,89,"18,741",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PS100,"1,524,033",441.32,"3,453",29 Mar 2012,100 PECK SEAH STREET #08-18,New Sale,Strata,41,"37,172",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PARKWAY CENTRE,"36,475,000","34,983","1,043",29 Mar 2012,"1 MARINE PARADE CENTRAL #06-01,02,09 ETC",Resale,Strata,"3,250","11,223",Office,99 yrs from 23/07/1981,15,44,449408,Central Region,Marine Parade
PS100,"1,769,970",484.38,"3,654",29 Mar 2012,100 PECK SEAH STREET #11-13,New Sale,Strata,45,"39,333",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PAYA LEBAR SQUARE,"1,633,660",958,"1,705",29 Mar 2012,60 PAYA LEBAR ROAD #11-23,New Sale,Strata,89,"18,356",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PS100,"1,581,874",484.38,"3,266",29 Mar 2012,100 PECK SEAH STREET #09-14,New Sale,Strata,45,"35,153",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
GOLDEN MILE COMPLEX,"905,000",925.7,978,29 Mar 2012,5001 BEACH ROAD #09-84,Resale,Strata,86,"10,523",Office,99 yrs from 04/08/1969,07,19,199588,Central Region,Kallang
PAYA LEBAR SQUARE,"1,940,400","1,130.22","1,717",29 Mar 2012,60 PAYA LEBAR ROAD #09-08,New Sale,Strata,105,"18,480",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PS100,"1,730,540",484.38,"3,573",29 Mar 2012,100 PECK SEAH STREET #11-12,New Sale,Strata,45,"38,456",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PS100,"1,602,423",484.38,"3,308",29 Mar 2012,100 PECK SEAH STREET #09-13,New Sale,Strata,45,"35,609",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PAYA LEBAR SQUARE,"997,000",505.91,"1,971",29 Mar 2012,60 PAYA LEBAR ROAD #12-33,New Sale,Strata,47,"21,213",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PS100,"1,534,966",441.32,"3,478",30 Mar 2012,100 PECK SEAH STREET #11-02,New Sale,Strata,41,"37,438",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PS100,"1,558,500",484.38,"3,218",30 Mar 2012,100 PECK SEAH STREET #08-13,New Sale,Strata,45,"34,633",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PS100,"1,586,330",473.62,"3,349",30 Mar 2012,100 PECK SEAH STREET #11-03,New Sale,Strata,44,"36,053",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
OXLEY TOWER,"7,242,600","2,421.9","2,990",30 Mar 2012,"138 ROBINSON ROAD #15-01,02",New Sale,Strata,225,"32,189",Office,Freehold,01,06,068906,Central Region,Downtown Core
PS100,"1,548,840",441.32,"3,510",30 Mar 2012,100 PECK SEAH STREET #11-01,New Sale,Strata,41,"37,777",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PAYA LEBAR SQUARE,"1,118,000",645.84,"1,731",30 Mar 2012,60 PAYA LEBAR ROAD #11-19,New Sale,Strata,60,"18,633",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PS100,"1,484,109",441.32,"3,363",30 Mar 2012,100 PECK SEAH STREET #09-18,New Sale,Strata,41,"36,198",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PS100,"1,447,119",441.32,"3,279",30 Mar 2012,100 PECK SEAH STREET #07-18,New Sale,Strata,41,"35,296",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PS100,"1,342,412",409.03,"3,282",30 Mar 2012,100 PECK SEAH STREET #09-11,New Sale,Strata,38,"35,327",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PEOPLE'S PARK CENTRE,"766,650",807.3,950,30 Mar 2012,101A UPPER CROSS STREET #09-21,Resale,Strata,75,"10,222",Office,99 yrs from 02/06/1970,01,05,058358,Central Region,Outram
PS100,"1,519,239",441.32,"3,442",30 Mar 2012,100 PECK SEAH STREET #09-19,New Sale,Strata,41,"37,055",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
GRANDLINK SQUARE,"570,000",409.03,"1,394",30 Mar 2012,511 GUILLEMARD ROAD #02-14,Resale,Strata,38,"15,000",Office,Freehold,14,39,399849,Central Region,Geylang
PS100,"1,419,379",441.32,"3,216",30 Mar 2012,100 PECK SEAH STREET #07-17,New Sale,Strata,41,"34,619",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
SIGLAP V,"4,000,000","1,184.04","3,378",30 Mar 2012,2 FIRST STREET #01-02,New Sale,Strata,110,"36,364",Office,Freehold,15,45,458278,East Region,Bedok
PS100,"1,456,370",441.32,"3,300",30 Mar 2012,100 PECK SEAH STREET #09-05,New Sale,Strata,41,"35,521",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PS100,"1,591,346",473.62,"3,360",30 Mar 2012,100 PECK SEAH STREET #11-18,New Sale,Strata,44,"36,167",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PAYA LEBAR SQUARE,"1,832,490","1,087.16","1,686",30 Mar 2012,60 PAYA LEBAR ROAD #06-13,New Sale,Strata,101,"18,143",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PS100,"1,437,878",473.62,"3,036",02 Apr 2012,100 PECK SEAH STREET #08-16,New Sale,Strata,44,"32,679",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PAYA LEBAR SQUARE,"1,062,000",548.96,"1,935",02 Apr 2012,60 PAYA LEBAR ROAD #12-14,New Sale,Strata,51,"20,824",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PAYA LEBAR SQUARE,"1,052,000",548.96,"1,916",02 Apr 2012,60 PAYA LEBAR ROAD #12-11,New Sale,Strata,51,"20,627",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PAYA LEBAR SQUARE,"5,263,950","2,873.99","1,832",02 Apr 2012,"60 PAYA LEBAR ROAD #11-43,44,45",New Sale,Strata,267,"19,715",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PS100,"1,587,009",516.67,"3,072",02 Apr 2012,100 PECK SEAH STREET #08-07,New Sale,Strata,48,"33,063",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PAYA LEBAR SQUARE,"1,695,870",958,"1,770",02 Apr 2012,60 PAYA LEBAR ROAD #12-23,New Sale,Strata,89,"19,055",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PAYA LEBAR SQUARE,"1,044,000",538.2,"1,940",02 Apr 2012,60 PAYA LEBAR ROAD #12-15,New Sale,Strata,50,"20,880",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PS100,"1,442,503",441.32,"3,269",02 Apr 2012,100 PECK SEAH STREET #08-17,New Sale,Strata,41,"35,183",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PAYA LEBAR SQUARE,"892,000",484.38,"1,842",02 Apr 2012,60 PAYA LEBAR ROAD #12-22,New Sale,Strata,45,"19,822",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PAYA LEBAR SQUARE,"894,000",484.38,"1,846",02 Apr 2012,60 PAYA LEBAR ROAD #12-25,New Sale,Strata,45,"19,867",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
THE BENCOOLEN,"918,660",753.48,"1,219",02 Apr 2012,180B BENCOOLEN STREET #08-05,Resale,Strata,70,"13,124",Office,99 yrs from 24/06/1995,07,18,189648,Central Region,Rochor
PAYA LEBAR SQUARE,"882,000",484.38,"1,821",02 Apr 2012,60 PAYA LEBAR ROAD #12-24,New Sale,Strata,45,"19,600",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PAYA LEBAR SQUARE,"1,153,000",645.84,"1,785",02 Apr 2012,60 PAYA LEBAR ROAD #12-19,New Sale,Strata,60,"19,217",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PAYA LEBAR SQUARE,"9,884,750","5,532.7","1,787",02 Apr 2012,"60 PAYA LEBAR ROAD #11-13,14,37,38ETC",New Sale,Strata,514,"19,231",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PS100,"1,572,404",473.62,"3,320",02 Apr 2012,100 PECK SEAH STREET #11-19,New Sale,Strata,44,"35,736",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PAYA LEBAR SQUARE,"2,186,700","1,259.39","1,736",02 Apr 2012,60 PAYA LEBAR ROAD #12-20,New Sale,Strata,117,"18,690",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PAYA LEBAR SQUARE,"892,000",484.38,"1,842",02 Apr 2012,60 PAYA LEBAR ROAD #12-21,New Sale,Strata,45,"19,822",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PAYA LEBAR SQUARE,"944,000",516.67,"1,827",02 Apr 2012,60 PAYA LEBAR ROAD #12-26,New Sale,Strata,48,"19,667",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
KATONG PLAZA,"310,000",182.99,"1,694",03 Apr 2012,1 BROOKE ROAD #03-10,Resale,Strata,17,"18,235",Office,9999 yrs from 01/01/1980,15,42,429979,Central Region,Marine Parade
HIGH STREET PLAZA,"607,000",312.16,"1,945",03 Apr 2012,77 HIGH STREET #08-14,Resale,Strata,29,"20,931",Office,999 yrs from 11/06/1827,06,17,179433,Central Region,Downtown Core
PAYA LEBAR SQUARE,"1,855,000","1,065.64","1,741",03 Apr 2012,60 PAYA LEBAR ROAD #09-40,New Sale,Strata,99,"18,737",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PAYA LEBAR SQUARE,"1,813,550","1,011.82","1,792",03 Apr 2012,60 PAYA LEBAR ROAD #11-32,New Sale,Strata,94,"19,293",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
SIGLAP V,"3,100,000",710.42,"4,364",04 Apr 2012,2 FIRST STREET #01-01,Sub Sale,Strata,66,"46,970",Office,Freehold,15,45,458278,East Region,Bedok
PAYA LEBAR SQUARE,"1,763,020","1,011.82","1,742",04 Apr 2012,60 PAYA LEBAR ROAD #09-31,New Sale,Strata,94,"18,756",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PAYA LEBAR SQUARE,"3,546,620","2,077.45","1,707",04 Apr 2012,60 PAYA LEBAR ROAD #09-28,New Sale,Strata,193,"18,376",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
THE MODULES,"805,000",527.44,"1,526",04 Apr 2012,387 JOO CHIAT ROAD #01-11,Resale,Strata,49,"16,429",Office,Freehold,15,42,427623,Central Region,Marine Parade
PAYA LEBAR SQUARE,"1,285,020",721.19,"1,782",04 Apr 2012,60 PAYA LEBAR ROAD #11-07,New Sale,Strata,67,"19,179",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PAYA LEBAR SQUARE,"2,326,520","1,334.74","1,743",04 Apr 2012,60 PAYA LEBAR ROAD #09-29,New Sale,Strata,124,"18,762",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
WIS@CHANGI,"718,500",484.38,"1,483",04 Apr 2012,116 CHANGI ROAD #03-02,New Sale,Strata,45,"15,967",Office,Freehold,14,41,419718,Central Region,Geylang
PAYA LEBAR SQUARE,"1,894,860","1,087.16","1,743",04 Apr 2012,60 PAYA LEBAR ROAD #07-48,New Sale,Strata,101,"18,761",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PAYA LEBAR SQUARE,"1,763,020","1,011.82","1,742",04 Apr 2012,60 PAYA LEBAR ROAD #09-30,New Sale,Strata,94,"18,756",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PS100,"1,442,503",441.32,"3,269",05 Apr 2012,100 PECK SEAH STREET #08-05,New Sale,Strata,41,"35,183",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PAYA LEBAR SQUARE,"1,068,000",548.96,"1,945",05 Apr 2012,60 PAYA LEBAR ROAD #12-09,New Sale,Strata,51,"20,941",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PAYA LEBAR SQUARE,"1,046,000",538.2,"1,944",05 Apr 2012,60 PAYA LEBAR ROAD #12-10,New Sale,Strata,50,"20,920",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PAYA LEBAR SQUARE,"1,807,120","1,044.11","1,731",05 Apr 2012,60 PAYA LEBAR ROAD #10-57,New Sale,Strata,97,"18,630",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
CENTROPOD @ CHANGI,"1,052,577",613.55,"1,716",05 Apr 2012,80 CHANGI ROAD #03-05,New Sale,Strata,57,"18,466",Office,Freehold,14,41,419715,Central Region,Geylang
HIGH STREET CENTRE,"850,000",548.96,"1,548",05 Apr 2012,1 NORTH BRIDGE ROAD #10-07,Resale,Strata,51,"16,667",Office,99 yrs from 02/06/1969,06,17,179094,Central Region,Downtown Core
INTERNATIONAL PLAZA,"820,000",462.85,"1,772",05 Apr 2012,10 ANSON ROAD #09-17,Resale,Strata,43,"19,070",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
SOUTHBANK,"1,370,000",914.94,"1,497",05 Apr 2012,883 NORTH BRIDGE ROAD #03-05,Resale,Strata,85,"16,118",Office,99 yrs from 27/01/2006,07,19,198785,Central Region,Kallang
PAYA LEBAR SQUARE,"1,052,000",538.2,"1,955",09 Apr 2012,60 PAYA LEBAR ROAD #12-56,New Sale,Strata,50,"21,040",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PAYA LEBAR SQUARE,"1,666,980","1,011.82","1,648",09 Apr 2012,60 PAYA LEBAR ROAD #04-35,New Sale,Strata,94,"17,734",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
THE CENTRAL,"1,230,000",635.08,"1,937",09 Apr 2012,6 EU TONG SEN STREET #05-14,Resale,Strata,59,"20,847",Office,99 yrs from 02/01/2001,01,05,059817,Central Region,Singapore River
PAYA LEBAR SQUARE,"1,590,540",947.23,"1,679",09 Apr 2012,60 PAYA LEBAR ROAD #07-02,New Sale,Strata,88,"18,074",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
GOLDEN MILE TOWER,"528,000",452.09,"1,168",09 Apr 2012,6001 BEACH ROAD #13-04,Resale,Strata,42,"12,571",Office,99 yrs from 09/06/1969,07,19,199589,Central Region,Kallang
PAYA LEBAR SQUARE,"945,000",484.38,"1,951",09 Apr 2012,60 PAYA LEBAR ROAD #12-06,New Sale,Strata,45,"21,000",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PAYA LEBAR SQUARE,"1,077,000",548.96,"1,962",09 Apr 2012,60 PAYA LEBAR ROAD #12-16,New Sale,Strata,51,"21,118",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PS100,"1,453,700",484.38,"3,001",10 Apr 2012,100 PECK SEAH STREET #07-09,New Sale,Strata,45,"32,304",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PAYA LEBAR SQUARE,"1,901,000","1,011.82","1,879",10 Apr 2012,60 PAYA LEBAR ROAD #12-35,New Sale,Strata,94,"20,223",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PAYA LEBAR SQUARE,"1,947,260","1,259.39","1,546",10 Apr 2012,60 PAYA LEBAR ROAD #04-20,New Sale,Strata,117,"16,643",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PAYA LEBAR SQUARE,"1,981,560","1,194.8","1,658",10 Apr 2012,60 PAYA LEBAR ROAD #04-43,New Sale,Strata,111,"17,852",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
HERITAGE PLACE,"1,344,673",871.88,"1,542",10 Apr 2012,21 TAN QUEE LAN STREET #02-02,Resale,Strata,81,"16,601",Office,999 yrs from 25/01/1827,07,18,188108,Central Region,Downtown Core
PS100,"1,439,300",484.38,"2,971",10 Apr 2012,100 PECK SEAH STREET #07-14,New Sale,Strata,45,"31,984",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PAYA LEBAR SQUARE,"978,000",505.91,"1,933",10 Apr 2012,60 PAYA LEBAR ROAD #12-34,New Sale,Strata,47,"20,809",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PS100,"1,477,680",484.38,"3,051",10 Apr 2012,100 PECK SEAH STREET #07-12,New Sale,Strata,45,"32,837",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
INTERNATIONAL PLAZA,"3,560,000","2,357.32","1,510",10 Apr 2012,10 ANSON ROAD #12-14,Resale,Strata,219,"16,256",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
PS100,"1,208,920",409.03,"2,956",10 Apr 2012,100 PECK SEAH STREET #07-10,New Sale,Strata,38,"31,814",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
CENTROPOD @ CHANGI,"880,000",527.44,"1,668",10 Apr 2012,80 CHANGI ROAD #03-16,New Sale,Strata,49,"17,959",Office,Freehold,14,41,419715,Central Region,Geylang
PS100,"1,221,210",409.03,"2,986",10 Apr 2012,100 PECK SEAH STREET #07-11,New Sale,Strata,38,"32,137",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
INTERNATIONAL PLAZA,"1,591,200",936.47,"1,699",10 Apr 2012,10 ANSON ROAD #21-01,Resale,Strata,87,"18,290",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
CENTROPOD @ CHANGI,"809,500",505.91,"1,600",10 Apr 2012,80 CHANGI ROAD #03-07,New Sale,Strata,47,"17,223",Office,Freehold,14,41,419715,Central Region,Geylang
CENTROPOD @ CHANGI,"821,752",473.62,"1,735",10 Apr 2012,80 CHANGI ROAD #04-10,New Sale,Strata,44,"18,676",Office,Freehold,14,41,419715,Central Region,Geylang
PAYA LEBAR SQUARE,"1,996,000","1,011.82","1,973",10 Apr 2012,"60 PAYA LEBAR ROAD #12-36,37",New Sale,Strata,94,"21,234",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PS100,"1,458,490",484.38,"3,011",10 Apr 2012,100 PECK SEAH STREET #07-13,New Sale,Strata,45,"32,411",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PS100,"1,188,930",387.5,"3,068",10 Apr 2012,100 PECK SEAH STREET #07-15,New Sale,Strata,36,"33,026",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
THE ADELPHI,"2,358,075","1,367.03","1,725",11 Apr 2012,1 COLEMAN STREET #05-03,Resale,Strata,127,"18,568",Office,999 yrs from 12/05/1828,06,17,179803,Central Region,Downtown Core
THE CENTRAL,"1,385,000",645.84,"2,144",11 Apr 2012,6 EU TONG SEN STREET #06-13,Resale,Strata,60,"23,083",Office,99 yrs from 02/01/2001,01,05,059817,Central Region,Singapore River
N.A.,"3,800,000","1,603.84","2,369",12 Apr 2012,36 ARMENIAN STREET #04-02,Resale,Strata,149,"25,503",Office,99 yrs from 21/09/2007,06,17,179934,Central Region,Museum
PS100,"1,353,132",409.03,"3,308",12 Apr 2012,100 PECK SEAH STREET #09-10,New Sale,Strata,38,"35,609",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
THE BENCOOLEN,"2,435,400","1,980.58","1,230",13 Apr 2012,"180B BENCOOLEN STREET #08-01,02",Resale,Strata,184,"13,236",Office,99 yrs from 24/06/1995,07,18,189648,Central Region,Rochor
TONG ENG BUILDING,"981,242",462.85,"2,120",13 Apr 2012,101 CECIL STREET #25-10,Resale,Strata,43,"22,820",Office,999 yrs from 08/06/1885,01,06,069533,Central Region,Downtown Core
HIGH STREET CENTRE,"1,750,000","1,001.05","1,748",13 Apr 2012,1 NORTH BRIDGE ROAD #17-06,Resale,Strata,93,"18,817",Office,99 yrs from 02/06/1969,06,17,179094,Central Region,Downtown Core
TONG ENG BUILDING,"981,242",462.85,"2,120",13 Apr 2012,101 CECIL STREET #25-09,Resale,Strata,43,"22,820",Office,999 yrs from 08/06/1885,01,06,069533,Central Region,Downtown Core
ROXY SQUARE,"970,000",419.8,"2,311",13 Apr 2012,50 EAST COAST ROAD #02-43,Resale,Strata,39,"24,872",Office,9999 yrs from 01/01/1980,15,42,428769,Central Region,Marine Parade
PAYA LEBAR SQUARE,"1,646,725",947.23,"1,738",13 Apr 2012,60 PAYA LEBAR ROAD #06-38,New Sale,Strata,88,"18,713",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PAYA LEBAR SQUARE,"1,020,000",505.91,"2,016",16 Apr 2012,60 PAYA LEBAR ROAD #12-40,New Sale,Strata,47,"21,702",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
THE ADELPHI,"2,950,000","1,711.48","1,724",16 Apr 2012,1 COLEMAN STREET #05-15,Resale,Strata,159,"18,553",Office,999 yrs from 12/05/1828,06,17,179803,Central Region,Downtown Core
CENTROPOD @ CHANGI,"1,255,259",688.9,"1,822",16 Apr 2012,80 CHANGI ROAD #05-01,New Sale,Strata,64,"19,613",Office,Freehold,14,41,419715,Central Region,Geylang
THE ARIZON,"850,000","1,151.75",738,16 Apr 2012,538 GEYLANG ROAD #02-08,Sub Sale,Strata,107,"7,944",Office,Freehold,14,38,389493,Central Region,Geylang
BUKIT TIMAH SHOPPING CENTRE,"1,610,000","1,733",929,16 Apr 2012,170 UPPER BUKIT TIMAH ROAD #09-04,Resale,Strata,161,"10,000",Office,999 yrs from 17/12/1883,21,58,588179,Central Region,Bukit Timah
INTERNATIONAL PLAZA,"785,000",473.62,"1,657",16 Apr 2012,10 ANSON ROAD #09-14,Resale,Strata,44,"17,841",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
THE ADELPHI,"50,000,000","25,370.75","1,971",16 Apr 2012,"1 COLEMAN STREET #10-01,02,03,04 ETC",Resale,Strata,"2,357","21,213",Office,999 yrs from 12/05/1828,06,17,179803,Central Region,Downtown Core
PAYA LEBAR SQUARE,"1,990,000","1,259.39","1,580",16 Apr 2012,60 PAYA LEBAR ROAD #06-20,New Sale,Strata,117,"17,009",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PAYA LEBAR SQUARE,"1,660,000",936.47,"1,773",16 Apr 2012,60 PAYA LEBAR ROAD #04-51,New Sale,Strata,87,"19,080",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
EON SHENTON,"2,902,800","1,033.34","2,809",17 Apr 2012,"70 SHENTON WAY #10-11,12",New Sale,Strata,96,"30,238",Office,99 yrs from 06/10/2011,02,07,079118,Central Region,Downtown Core
PAYA LEBAR SQUARE,"1,050,000",538.2,"1,951",17 Apr 2012,60 PAYA LEBAR ROAD #12-55,New Sale,Strata,50,"21,000",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PAYA LEBAR SQUARE,"956,000",484.38,"1,974",17 Apr 2012,60 PAYA LEBAR ROAD #12-03,New Sale,Strata,45,"21,244",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
THE ADELPHI,"3,844,620","2,066.69","1,860",17 Apr 2012,1 COLEMAN STREET #07-03,Resale,Strata,192,"20,024",Office,999 yrs from 12/05/1828,06,17,179803,Central Region,Downtown Core
N.A.,"7,000,000","5,489.64","1,275",18 Apr 2012,289 BEACH ROAD #04-01 ETC,Resale,Strata,510,"13,725",Office,999 yrs from 01/10/1827,07,19,199552,Central Region,Rochor
ORCHARD TOWERS,"805,000",441.32,"1,824",18 Apr 2012,400 ORCHARD ROAD #05-05,Resale,Strata,41,"19,634",Office,Freehold,09,23,238875,Central Region,Orchard
PAYA LEBAR SQUARE,"1,808,000","1,022.58","1,768",18 Apr 2012,60 PAYA LEBAR ROAD #09-35,New Sale,Strata,95,"19,032",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
